initial_list_status,purpose,int_rate,installment,annual_inc,dti,verification_status,grade,revol_bal,inq_last_12m,delinq_2yrs,home_ownership,log_inc,verified,grdCtoA,not_paid
f,credit_card,10.42,259.72,81000.0,19.79,Not Verified,B,11865,2,0,RENT,11.3022044336546,0,1,0
w,debt_consolidation,20.0,297.31,67000.0,12.75,Not Verified,D,9328,2,0,RENT,11.1124478983731,0,0,0
w,credit_card,14.08,136.87,26000.0,5.12,Not Verified,C,7049,1,0,RENT,10.165851817003599,0,0,1
w,credit_card,14.08,466.2,50400.0,11.55,Source Verified,C,17211,0,0,RENT,10.8277464540595,1,0,0
w,debt_consolidation,12.62,324.85,77000.0,14.92,Not Verified,C,10277,3,3,RENT,11.2515607008358,0,0,0
f,debt_consolidation,13.59,951.41,100666.0,17.7,Source Verified,C,10170,4,0,MORTGAGE,11.519563385150398,1,0,0
w,credit_card,25.82,745.85,65000.0,22.86,Source Verified,E,28177,0,1,RENT,11.082142548877801,1,0,0
w,debt_consolidation,17.09,399.82,90000.0,12.57,Verified,D,8197,2,2,MORTGAGE,11.4075649493124,1,0,1
w,debt_consolidation,7.07,61.82,62000.0,19.16,Not Verified,A,12803,0,0,RENT,11.0348896640272,0,1,1
f,debt_consolidation,11.99,1024.52,150000.0,20.84,Not Verified,B,14342,0,0,MORTGAGE,11.918390573078401,0,1,0
f,debt_consolidation,14.08,1026.5,215000.0,10.53,Source Verified,C,25489,4,0,RENT,12.278393307109802,1,0,1
w,debt_consolidation,10.42,194.79,60000.0,26.24,Not Verified,B,6546,10,0,OWN,11.002099841204199,0,1,0
w,debt_consolidation,17.09,107.99,21000.0,2.23,Source Verified,D,0,1,2,RENT,9.952277716705561,1,0,1
w,debt_consolidation,16.02,175.84,30000.0,17.76,Not Verified,C,4820,2,1,RENT,10.308952660644302,0,0,1
w,debt_consolidation,7.35,1184.08,50000.0,26.19,Verified,A,22423,0,0,OWN,10.819778284410301,1,1,0
w,credit_card,10.42,324.65,162000.0,14.03,Not Verified,B,46576,0,0,RENT,11.9953516142145,0,1,0
w,debt_consolidation,10.42,343.27,60000.0,13.94,Verified,B,6324,0,0,MORTGAGE,11.002099841204199,1,1,1
w,debt_consolidation,23.88,602.67,60000.0,26.34,Verified,E,16231,0,0,RENT,11.002099841204199,1,0,0
w,credit_card,21.45,382.3,300000.0,15.54,Source Verified,D,155040,1,0,MORTGAGE,12.6115377536383,1,0,0
w,debt_consolidation,21.45,1326.73,96000.0,12.35,Verified,D,83183,2,2,OWN,11.472103470450001,1,0,1
w,debt_consolidation,10.42,811.62,400000.0,8.73,Verified,B,7733,15,0,RENT,12.8992198260901,1,1,0
w,debt_consolidation,16.02,608.22,95000.0,22.52,Not Verified,C,27762,0,0,MORTGAGE,11.4616321705827,0,0,1
w,home_improvement,13.59,271.84,90000.0,23.89,Not Verified,C,38857,3,1,MORTGAGE,11.4075649493124,0,0,0
w,debt_consolidation,12.62,134.05,95000.0,16.75,Not Verified,C,27735,3,0,MORTGAGE,11.4616321705827,0,0,0
w,debt_consolidation,9.44,1053.77,365000.0,26.4,Source Verified,B,244628,2,0,OWN,12.807652632564599,1,1,1
w,debt_consolidation,19.03,389.36,55000.0,31.01,Source Verified,D,13940,5,0,MORTGAGE,10.9150884642146,1,0,0
w,debt_consolidation,10.91,98.09,100000.0,22.92,Not Verified,B,6713,3,0,MORTGAGE,11.5129254649702,0,1,0
w,home_improvement,7.21,309.74,72000.0,22.88,Not Verified,A,5381,3,0,MORTGAGE,11.1844213979982,0,1,0
w,debt_consolidation,21.45,546.15,125000.0,26.52,Source Verified,D,33322,4,0,MORTGAGE,11.736069016284402,1,0,1
w,debt_consolidation,23.88,502.23,55000.0,23.48,Source Verified,E,34884,0,0,OWN,10.9150884642146,1,0,0
f,debt_consolidation,20.0,312.18,117000.0,8.44,Source Verified,D,17875,3,0,RENT,11.6699292137799,1,0,1
w,debt_consolidation,10.42,324.65,84492.0,32.68,Verified,B,23970,2,0,MORTGAGE,11.3444121343071,1,1,0
w,home_improvement,11.99,1062.71,60000.0,32.94,Verified,B,19411,3,0,MORTGAGE,11.002099841204199,1,1,0
f,home_improvement,13.59,305.81,25600.0,47.54,Source Verified,C,35069,0,0,OWN,10.1503476304677,1,0,0
w,home_improvement,9.44,448.07,140000.0,22.06,Not Verified,B,48541,4,0,OWN,11.849397701591402,0,1,0
w,debt_consolidation,14.08,239.52,68000.0,10.27,Source Verified,C,3691,6,2,MORTGAGE,11.127262984158198,1,0,0
w,debt_consolidation,9.93,531.87,63000.0,14.74,Not Verified,B,7415,2,0,MORTGAGE,11.0508900053737,0,1,0
w,debt_consolidation,7.07,92.73,30000.0,35.76,Not Verified,A,2463,1,0,MORTGAGE,10.308952660644302,0,1,0
w,debt_consolidation,10.91,130.79,112000.0,18.26,Not Verified,B,21028,1,0,RENT,11.6262541502772,0,1,1
w,debt_consolidation,11.99,566.0,50918.0,34.34,Not Verified,B,13181,0,0,MORTGAGE,10.837971774602199,0,1,0
w,debt_consolidation,9.44,166.43,60000.0,22.32,Verified,B,2341,4,0,MORTGAGE,11.002099841204199,1,1,0
f,debt_consolidation,16.02,211.01,50000.0,30.32,Source Verified,C,6383,1,0,RENT,10.819778284410301,1,0,1
w,debt_consolidation,12.62,542.89,140000.0,5.73,Not Verified,C,13530,1,2,MORTGAGE,11.849397701591402,0,0,1
w,credit_card,17.09,796.84,90000.0,29.84,Verified,D,36480,3,1,MORTGAGE,11.4075649493124,1,0,1
w,debt_consolidation,14.08,447.55,10000.0,62.18,Not Verified,C,5266,3,0,MORTGAGE,9.21034037197618,0,0,0
w,debt_consolidation,16.02,402.64,36000.0,25.2,Verified,C,12134,3,0,OWN,10.4912742174382,1,0,1
w,debt_consolidation,14.08,298.37,92000.0,12.39,Verified,C,14095,4,0,MORTGAGE,11.429543856031199,1,0,1
w,debt_consolidation,15.05,404.88,68496.2,10.95,Source Verified,C,4976,2,0,MORTGAGE,11.134533548259,1,0,1
w,debt_consolidation,18.06,661.08,33000.0,15.93,Verified,D,10289,8,0,OWN,10.4042628404486,1,0,0
w,debt_consolidation,13.59,1019.37,80000.0,15.08,Source Verified,C,31853,1,3,MORTGAGE,11.289781913656,1,0,0
w,debt_consolidation,13.59,135.92,25000.0,6.39,Source Verified,C,2650,0,0,RENT,10.1266311038503,1,0,1
w,debt_consolidation,13.59,271.84,59000.0,26.95,Not Verified,C,20197,0,0,RENT,10.9852927228879,0,0,1
w,credit_card,5.32,90.35,58000.0,10.08,Not Verified,A,7537,0,0,RENT,10.9681982895286,0,1,1
w,debt_consolidation,9.44,89.62,44000.0,10.77,Source Verified,B,10948,0,0,RENT,10.6919449129004,1,1,0
w,debt_consolidation,14.08,342.17,90000.0,9.8,Verified,C,10787,2,1,MORTGAGE,11.4075649493124,1,0,1
w,debt_consolidation,16.02,950.39,200000.0,15.49,Not Verified,C,10182,0,0,MORTGAGE,12.2060726455302,0,0,0
w,home_improvement,10.42,536.36,50000.0,27.96,Source Verified,B,6040,2,1,MORTGAGE,10.819778284410301,1,1,1
w,debt_consolidation,24.85,603.56,89164.0,15.81,Verified,E,25948,1,0,OWN,11.398232649660802,1,0,0
w,debt_consolidation,9.44,480.08,150000.0,5.62,Source Verified,B,5239,2,0,MORTGAGE,11.918390573078401,1,1,0
f,debt_consolidation,20.0,297.31,63000.0,24.52,Not Verified,D,21620,1,0,RENT,11.0508900053737,0,0,1
w,debt_consolidation,17.09,373.52,75000.0,17.42,Verified,D,17283,2,0,MORTGAGE,11.2252433925184,1,0,0
w,debt_consolidation,13.59,679.58,70000.0,24.46,Source Verified,C,11000,4,0,RENT,11.156250521031499,1,0,1
f,small_business,7.35,465.57,60000.0,6.2,Source Verified,A,1739,0,0,MORTGAGE,11.002099841204199,1,1,1
w,credit_card,16.02,527.51,65000.0,27.73,Verified,C,30755,0,0,RENT,11.082142548877801,1,0,0
w,debt_consolidation,17.09,871.54,120000.0,4.57,Verified,D,198,1,0,OWN,11.6952470217642,1,0,1
w,debt_consolidation,18.06,452.29,95000.0,12.99,Not Verified,D,10579,2,1,RENT,11.4616321705827,0,0,0
w,credit_card,13.59,169.9,25000.0,19.18,Not Verified,C,8590,3,0,RENT,10.1266311038503,0,0,0
w,small_business,14.08,513.25,200000.0,9.68,Source Verified,C,36093,4,1,RENT,12.2060726455302,1,0,0
w,debt_consolidation,16.02,633.01,150000.0,6.3,Not Verified,C,8206,3,0,OWN,11.918390573078401,0,0,1
f,debt_consolidation,17.09,137.44,32000.0,29.41,Not Verified,D,1689,2,0,RENT,10.3734911817819,0,0,0
w,major_purchase,20.0,927.29,95513.0,6.01,Verified,D,0,3,0,RENT,11.467017642859002,1,0,1
w,credit_card,9.93,742.45,185000.0,4.36,Not Verified,B,31328,4,0,MORTGAGE,12.1281111040605,0,1,1
w,debt_consolidation,15.05,121.42,25000.0,3.49,Not Verified,C,4878,0,0,OWN,10.1266311038503,0,0,1
w,credit_card,11.99,664.2,105000.0,23.41,Not Verified,B,15866,4,0,RENT,11.5617156291397,0,1,1
w,debt_consolidation,30.65,366.85,28000.0,37.98,Verified,F,12142,1,0,RENT,10.239959789157302,1,0,1
w,debt_consolidation,17.09,871.54,160000.0,12.22,Source Verified,D,21828,0,0,RENT,11.982929094216,1,0,1
w,debt_consolidation,21.45,189.54,37500.0,9.44,Source Verified,D,10456,9,1,RENT,10.5320962119585,1,0,1
w,debt_consolidation,12.62,288.76,40000.0,18.21,Verified,C,22902,2,0,OWN,10.5966347330961,1,0,1
w,home_improvement,19.03,830.63,80000.0,0.78,Source Verified,D,244,3,3,MORTGAGE,11.289781913656,1,0,1
w,debt_consolidation,10.42,259.72,40000.0,12.36,Source Verified,B,6357,0,0,RENT,10.5966347330961,1,1,1
w,debt_consolidation,7.97,607.87,92000.0,16.96,Source Verified,A,4831,2,0,MORTGAGE,11.429543856031199,1,1,0
w,debt_consolidation,17.09,697.23,125000.0,16.03,Verified,D,15375,1,0,MORTGAGE,11.736069016284402,1,0,1
w,debt_consolidation,15.05,1214.15,90000.0,24.55,Verified,C,10387,4,0,MORTGAGE,11.4075649493124,1,0,1
w,debt_consolidation,9.93,64.47,80000.0,5.73,Verified,B,213,1,1,OWN,11.289781913656,1,1,1
w,debt_consolidation,15.05,381.06,115000.0,19.79,Source Verified,C,33556,3,0,MORTGAGE,11.6526874073454,1,0,0
w,credit_card,7.07,231.82,38000.0,13.96,Not Verified,A,5604,0,0,RENT,10.5453414387085,0,1,1
w,debt_consolidation,24.85,292.64,69600.0,11.12,Source Verified,E,2290,1,0,RENT,11.150519846322501,1,0,1
w,debt_consolidation,20.0,929.09,130000.0,28.84,Verified,D,16305,7,0,MORTGAGE,11.775289729437699,1,0,1
w,debt_consolidation,9.44,716.91,90000.0,19.76,Source Verified,B,8300,2,0,MORTGAGE,11.4075649493124,1,1,0
w,debt_consolidation,16.02,703.34,120000.0,20.12,Not Verified,C,14488,4,0,MORTGAGE,11.6952470217642,0,0,0
f,debt_consolidation,9.44,160.03,30000.0,6.92,Not Verified,B,3665,2,0,RENT,10.308952660644302,0,1,1
f,debt_consolidation,9.93,644.69,75000.0,20.26,Not Verified,B,18594,0,2,MORTGAGE,11.2252433925184,0,1,1
w,debt_consolidation,10.42,450.55,82000.0,22.27,Verified,B,5777,0,0,MORTGAGE,11.3144745262464,1,1,0
w,debt_consolidation,7.21,154.87,30500.0,24.15,Source Verified,A,5304,2,0,MORTGAGE,10.3254819625955,1,1,1
f,credit_card,7.35,155.19,65000.0,5.87,Source Verified,A,2323,2,0,MORTGAGE,11.082142548877801,1,1,0
w,credit_card,13.59,1359.16,140000.0,17.81,Verified,C,32192,1,0,MORTGAGE,11.849397701591402,1,0,0
f,debt_consolidation,23.88,235.02,30000.0,20.84,Verified,E,2351,9,0,OWN,10.308952660644302,1,0,1
w,home_improvement,10.42,136.36,42000.0,20.69,Verified,B,1252,5,0,OWN,10.6454248972655,1,1,1
w,debt_consolidation,16.02,1230.85,97000.0,13.87,Verified,C,17447,8,4,MORTGAGE,11.4824662574855,1,0,0
w,credit_card,14.08,372.96,45000.0,10.29,Source Verified,C,2443,2,0,RENT,10.714417768752499,1,0,1
w,home_improvement,11.99,265.68,70000.0,22.12,Source Verified,B,10331,1,1,OWN,11.156250521031499,1,1,1
w,home_improvement,12.62,134.05,110000.0,6.26,Source Verified,C,15323,3,3,MORTGAGE,11.608235644774599,1,0,0
w,major_purchase,10.42,584.37,75000.0,2.15,Not Verified,B,2871,0,1,RENT,11.2252433925184,0,1,1
w,credit_card,18.06,361.83,48000.0,38.25,Verified,D,33307,0,0,MORTGAGE,10.778956289889999,1,0,1
w,debt_consolidation,14.08,268.65,80000.0,21.24,Source Verified,C,12008,4,0,OWN,11.289781913656,1,0,1
w,debt_consolidation,21.45,573.45,75000.0,29.54,Verified,D,8114,3,0,RENT,11.2252433925184,1,0,1
w,credit_card,12.62,1072.36,67000.0,2.78,Not Verified,C,9301,2,0,RENT,11.1124478983731,0,0,1
w,debt_consolidation,9.93,80.59,63000.0,24.99,Not Verified,B,9788,3,0,RENT,11.0508900053737,0,1,0
f,debt_consolidation,14.08,171.09,100000.0,20.48,Not Verified,C,1322,0,0,MORTGAGE,11.5129254649702,0,0,0
f,debt_consolidation,12.62,268.09,74000.0,5.9,Verified,C,0,4,0,RENT,11.2118203721863,1,0,0
w,debt_consolidation,13.59,530.3,50000.0,29.4,Not Verified,C,20790,2,1,MORTGAGE,10.819778284410301,0,0,1
w,debt_consolidation,22.91,505.8,99840.0,24.86,Verified,E,19105,2,0,RENT,11.511324183603302,1,0,0
w,credit_card,10.91,1046.28,150000.0,23.26,Source Verified,B,26224,2,0,MORTGAGE,11.918390573078401,1,1,1
w,debt_consolidation,18.06,253.28,80000.0,14.52,Not Verified,D,1838,3,0,RENT,11.289781913656,0,0,1
w,debt_consolidation,9.44,1280.2,260000.0,30.5,Verified,B,176233,0,0,MORTGAGE,12.468436909997699,1,1,1
w,credit_card,11.99,531.36,105000.0,13.28,Source Verified,B,9317,1,0,MORTGAGE,11.5617156291397,1,1,0
w,debt_consolidation,18.06,180.92,64000.0,20.95,Not Verified,D,162,1,3,MORTGAGE,11.0666383623418,0,0,1
f,debt_consolidation,18.06,868.39,120000.0,27.9,Not Verified,D,24773,0,0,RENT,11.6952470217642,0,0,0
w,debt_consolidation,18.06,381.4,80000.0,12.09,Verified,D,7496,9,4,MORTGAGE,11.289781913656,1,0,1
w,debt_consolidation,9.44,960.15,55000.0,38.08,Source Verified,B,22920,0,3,MORTGAGE,10.9150884642146,1,1,1
w,debt_consolidation,16.02,703.34,53000.0,11.5,Verified,C,4867,0,0,MORTGAGE,10.878047192534302,1,0,1
w,debt_consolidation,14.08,675.99,156700.0,19.11,Source Verified,C,21936,3,0,MORTGAGE,11.9620884283441,1,0,0
w,debt_consolidation,12.62,251.34,76790.0,17.5,Not Verified,C,9636,3,0,MORTGAGE,11.2488297023246,0,0,1
w,debt_consolidation,18.06,810.49,89000.0,20.52,Not Verified,D,7770,2,1,MORTGAGE,11.396391648714301,0,0,1
w,debt_consolidation,7.97,563.81,75000.0,33.23,Not Verified,A,21277,1,0,MORTGAGE,11.2252433925184,0,1,1
w,home_improvement,6.72,199.88,60000.0,16.27,Not Verified,A,2917,0,0,MORTGAGE,11.002099841204199,0,1,0
w,credit_card,14.08,699.3,54000.0,14.36,Verified,C,28783,4,0,MORTGAGE,10.8967393255464,1,0,0
f,debt_consolidation,14.08,102.65,25000.0,15.55,Source Verified,C,2084,6,0,OWN,10.1266311038503,1,0,0
w,debt_consolidation,21.45,379.07,68727.0,13.78,Not Verified,D,7729,3,0,RENT,11.1378974141015,0,0,0
w,credit_card,10.91,294.27,112000.0,23.0,Source Verified,B,18683,4,0,RENT,11.6262541502772,1,1,0
w,home_improvement,15.05,238.17,70000.0,17.8,Verified,C,7460,3,8,MORTGAGE,11.156250521031499,1,0,1
w,debt_consolidation,6.08,304.59,32000.0,14.37,Not Verified,A,6167,0,0,OWN,10.3734911817819,0,1,1
w,major_purchase,16.02,263.76,40000.0,17.82,Source Verified,C,497,1,0,RENT,10.5966347330961,1,0,0
f,credit_card,7.97,156.62,44160.0,9.7,Source Verified,A,4811,3,0,MORTGAGE,10.695574680951001,1,1,0
w,debt_consolidation,17.09,373.52,105000.0,21.51,Not Verified,D,25061,2,0,MORTGAGE,11.5617156291397,0,0,1
w,debt_consolidation,15.05,208.14,46000.0,22.44,Verified,C,8347,6,1,OWN,10.7363966754712,1,0,1
f,debt_consolidation,19.03,293.37,31000.0,19.42,Verified,D,0,0,0,OWN,10.341742483467302,1,0,1
w,credit_card,25.82,389.34,31500.0,38.36,Verified,E,10489,4,0,OWN,10.3577428248137,1,0,0
w,debt_consolidation,10.91,326.97,30000.0,21.24,Not Verified,B,3241,1,0,RENT,10.308952660644302,0,1,0
w,debt_consolidation,15.05,238.17,45760.0,12.69,Source Verified,C,9567,1,0,MORTGAGE,10.731165626053699,1,0,0
w,home_improvement,12.62,473.74,117400.0,23.13,Verified,C,10624,4,0,MORTGAGE,11.6733421863761,1,0,0
w,debt_consolidation,12.62,251.34,90000.0,28.81,Not Verified,C,20445,0,0,MORTGAGE,11.4075649493124,0,0,0
w,credit_card,20.0,371.64,81507.0,12.43,Not Verified,D,8564,2,0,RENT,11.308444185111199,0,0,1
w,debt_consolidation,13.59,484.19,175000.0,12.6,Not Verified,C,31740,0,0,MORTGAGE,12.072541252905701,0,0,1
f,debt_consolidation,13.59,461.13,149000.0,5.71,Not Verified,C,5295,0,1,MORTGAGE,11.911701584927599,0,0,0
w,debt_consolidation,19.03,400.39,104000.0,16.67,Verified,D,5292,3,0,MORTGAGE,11.5521461781235,1,0,1
w,major_purchase,19.03,80.68,96000.0,10.39,Not Verified,D,1600,3,0,RENT,11.472103470450001,0,0,1
w,credit_card,21.45,955.75,185000.0,11.57,Verified,D,54934,1,0,OWN,12.1281111040605,1,0,1
f,credit_card,17.09,572.73,73000.0,5.01,Source Verified,D,16242,2,0,RENT,11.198214720130501,1,0,1
w,debt_consolidation,9.44,460.88,85000.0,15.76,Not Verified,B,6008,2,2,MORTGAGE,11.3504065354725,0,1,1
w,debt_consolidation,21.45,491.53,37000.0,30.68,Verified,D,19032,1,0,RENT,10.518673191626402,1,0,1
f,credit_card,11.99,53.14,50000.0,8.33,Verified,B,5673,2,0,MORTGAGE,10.819778284410301,1,1,0
w,debt_consolidation,19.03,259.58,125000.0,26.49,Not Verified,D,19913,2,0,RENT,11.736069016284402,0,0,1
f,debt_consolidation,9.93,267.55,84000.0,6.4,Source Verified,B,2105,2,0,MORTGAGE,11.338572077825502,1,1,0
w,debt_consolidation,12.62,233.75,60000.0,25.96,Verified,C,6690,4,0,OWN,11.002099841204199,1,0,1
f,debt_consolidation,19.03,453.81,156000.0,28.09,Source Verified,D,9853,9,0,MORTGAGE,11.9576112862317,1,0,1
w,debt_consolidation,6.08,609.17,41275.0,4.89,Not Verified,A,4827,1,0,MORTGAGE,10.6280122687883,0,1,1
w,home_improvement,23.88,459.18,50000.0,29.52,Verified,E,8585,4,1,MORTGAGE,10.819778284410301,1,0,1
w,home_improvement,9.93,286.89,30000.0,30.32,Source Verified,B,1010,2,0,MORTGAGE,10.308952660644302,1,1,1
w,debt_consolidation,14.08,273.74,42000.0,9.2,Source Verified,C,4835,3,0,OWN,10.6454248972655,1,0,0
w,debt_consolidation,17.09,499.77,60000.0,41.8,Source Verified,D,12229,2,0,MORTGAGE,11.002099841204199,1,0,0
w,credit_card,7.07,108.19,51000.0,15.44,Not Verified,A,4326,0,0,RENT,10.8395809117065,0,1,0
w,debt_consolidation,20.0,520.3,40000.0,37.83,Not Verified,D,14728,1,0,RENT,10.5966347330961,0,0,0
f,debt_consolidation,15.05,173.45,122000.0,24.12,Verified,C,19554,5,0,MORTGAGE,11.711776323715402,1,0,1
w,credit_card,7.35,232.79,35000.0,25.03,Not Verified,A,8288,1,0,OWN,10.4631033404715,0,1,0
w,debt_consolidation,12.62,379.0,68000.0,27.14,Verified,C,12266,1,0,MORTGAGE,11.127262984158198,1,0,1
w,home_improvement,15.05,952.65,60000.0,15.54,Source Verified,C,19238,0,0,MORTGAGE,11.002099841204199,1,0,1
w,home_improvement,9.93,848.51,150000.0,0.53,Verified,B,6033,5,0,MORTGAGE,11.918390573078401,1,1,1
w,debt_consolidation,15.05,277.52,35000.0,33.71,Source Verified,C,23224,1,0,RENT,10.4631033404715,1,0,1
f,home_improvement,17.09,142.8,70000.0,5.16,Verified,D,485,8,0,OWN,11.156250521031499,1,0,1
w,credit_card,7.97,187.94,75000.0,15.04,Not Verified,A,15615,0,0,MORTGAGE,11.2252433925184,0,1,1
w,debt_consolidation,7.21,185.84,108000.0,8.52,Source Verified,A,14683,0,1,MORTGAGE,11.589886506106401,1,1,0
w,debt_consolidation,14.08,410.6,45000.0,11.76,Verified,C,10078,2,0,RENT,10.714417768752499,1,0,0
w,debt_consolidation,19.03,198.03,70000.0,33.73,Not Verified,D,20814,1,0,MORTGAGE,11.156250521031499,0,0,0
w,credit_card,10.91,915.5,95000.0,33.11,Not Verified,B,27588,1,0,RENT,11.4616321705827,0,1,1
w,debt_consolidation,16.02,281.34,120000.0,16.38,Source Verified,C,31728,1,1,MORTGAGE,11.6952470217642,1,0,1
w,debt_consolidation,12.62,234.58,50000.0,6.63,Source Verified,C,739,2,0,RENT,10.819778284410301,1,0,1
f,credit_card,17.09,1053.08,67885.0,12.3,Not Verified,D,28957,1,1,RENT,11.1255703760344,0,0,1
w,debt_consolidation,12.62,270.71,60000.0,11.44,Source Verified,C,6782,0,0,MORTGAGE,11.002099841204199,1,0,0
f,credit_card,7.35,68.29,41500.0,9.31,Not Verified,A,3473,1,0,RENT,10.6334487062188,0,1,0
w,home_improvement,18.06,254.27,150000.0,18.49,Verified,D,51942,3,0,MORTGAGE,11.918390573078401,1,0,1
w,credit_card,16.02,39.57,25000.0,15.85,Source Verified,C,1674,0,7,RENT,10.1266311038503,1,0,0
w,major_purchase,7.35,707.66,67894.0,21.88,Not Verified,A,1925,1,0,RENT,11.125702944399299,0,1,0
f,home_improvement,10.91,1307.85,240000.0,5.21,Verified,B,185,9,2,MORTGAGE,12.388394202324099,1,1,1
w,credit_card,12.62,67.03,70000.0,13.7,Source Verified,C,2034,2,0,MORTGAGE,11.156250521031499,1,0,0
f,home_improvement,20.0,74.33,18000.0,43.0,Verified,D,8457,0,0,RENT,9.7981270368783,1,0,1
f,debt_consolidation,9.93,541.54,89000.0,33.58,Verified,B,68718,1,1,RENT,11.396391648714301,1,1,1
w,major_purchase,9.93,209.53,24000.0,2.75,Verified,B,1940,5,0,RENT,10.0858091093301,1,1,0
w,debt_consolidation,10.42,584.37,58000.0,14.73,Verified,B,13587,1,0,RENT,10.9681982895286,1,1,0
w,debt_consolidation,19.03,467.23,60608.0,7.27,Not Verified,D,7856,3,0,OWN,11.012182176545698,0,0,1
w,debt_consolidation,12.62,88.81,55000.0,13.03,Source Verified,C,1782,1,2,MORTGAGE,10.9150884642146,1,0,1
w,debt_consolidation,21.45,955.75,125000.0,24.88,Verified,D,75019,0,0,MORTGAGE,11.736069016284402,1,0,1
w,debt_consolidation,17.09,356.98,60000.0,26.86,Source Verified,D,3378,5,0,RENT,11.002099841204199,1,0,1
w,debt_consolidation,19.03,519.15,30000.0,76.64,Verified,D,19399,1,0,RENT,10.308952660644302,1,0,1
f,credit_card,13.59,217.47,22000.0,22.2,Not Verified,C,3959,1,0,RENT,9.99879773234045,0,0,1
w,debt_consolidation,12.62,563.98,48000.0,17.65,Not Verified,C,2218,3,1,MORTGAGE,10.778956289889999,0,0,1
w,credit_card,7.07,710.91,100000.0,12.47,Source Verified,A,43822,1,0,MORTGAGE,11.5129254649702,1,1,0
w,major_purchase,10.91,490.45,100000.0,9.98,Not Verified,B,12177,4,0,MORTGAGE,11.5129254649702,0,1,0
w,home_improvement,16.02,316.51,54000.0,10.33,Source Verified,C,5402,3,0,MORTGAGE,10.8967393255464,1,0,1
w,debt_consolidation,7.97,140.96,70000.0,17.54,Not Verified,A,32067,2,0,MORTGAGE,11.156250521031499,0,1,1
w,debt_consolidation,20.0,809.24,68000.0,33.57,Source Verified,D,19729,0,0,MORTGAGE,11.127262984158198,1,0,0
w,debt_consolidation,23.88,573.97,40000.0,30.74,Verified,E,21572,2,0,MORTGAGE,10.5966347330961,1,0,1
f,debt_consolidation,17.09,784.46,224000.0,26.99,Source Verified,D,38912,3,0,MORTGAGE,12.3194013308372,1,0,0
w,major_purchase,19.03,363.4,120000.0,23.09,Source Verified,D,7593,4,1,MORTGAGE,11.6952470217642,1,0,1
w,debt_consolidation,9.44,624.9,39058.0,35.46,Verified,B,12795,0,0,MORTGAGE,10.5728029998427,1,1,1
w,debt_consolidation,15.05,381.06,100000.0,16.27,Source Verified,C,18173,6,0,MORTGAGE,11.5129254649702,1,0,1
f,debt_consolidation,23.88,195.85,23500.0,84.2,Verified,E,48051,2,0,RENT,10.0647557001323,1,0,0
w,debt_consolidation,21.45,132.68,24000.0,25.61,Not Verified,D,10745,0,0,RENT,10.0858091093301,0,0,0
w,debt_consolidation,11.99,132.84,36000.0,35.4,Not Verified,B,6169,1,0,MORTGAGE,10.4912742174382,0,1,1
w,home_improvement,17.09,512.34,97970.0,28.85,Not Verified,D,10711,2,0,MORTGAGE,11.492416588338699,0,0,0
w,debt_consolidation,7.35,496.6,110000.0,7.45,Not Verified,A,11457,2,0,MORTGAGE,11.608235644774599,0,1,0
f,credit_card,16.02,509.93,105000.0,14.53,Verified,C,11097,6,0,MORTGAGE,11.5617156291397,1,0,1
w,debt_consolidation,15.05,249.77,45000.0,20.16,Source Verified,C,10472,0,0,OWN,10.714417768752499,1,0,0
w,debt_consolidation,16.02,973.15,50000.0,13.95,Not Verified,C,12083,2,0,RENT,10.819778284410301,0,0,0
w,debt_consolidation,13.59,461.13,60000.0,30.16,Not Verified,C,19309,0,0,OWN,11.002099841204199,0,0,0
w,debt_consolidation,15.05,571.59,40000.0,14.67,Not Verified,C,14732,0,0,OWN,10.5966347330961,0,0,1
w,home_improvement,26.3,512.02,49000.0,21.9,Source Verified,E,8976,1,1,MORTGAGE,10.799575577092801,1,0,1
w,debt_consolidation,20.0,652.42,56000.0,23.85,Verified,D,8138,2,0,RENT,10.9331069697173,1,0,0
w,debt_consolidation,9.44,447.27,47000.0,9.65,Not Verified,B,14674,0,0,RENT,10.757902880692198,0,1,0
f,debt_consolidation,17.09,428.38,35000.0,16.08,Source Verified,D,1791,3,0,RENT,10.4631033404715,1,0,0
w,credit_card,16.02,681.21,175000.0,28.6,Verified,C,33276,5,0,MORTGAGE,12.072541252905701,1,0,0
w,home_improvement,15.05,166.52,78000.0,25.12,Source Verified,C,12670,9,0,MORTGAGE,11.2644641056717,1,0,0
f,debt_consolidation,9.44,256.04,90000.0,12.49,Verified,B,5186,6,3,MORTGAGE,11.4075649493124,1,1,0
w,credit_card,11.99,222.4,41000.0,16.98,Not Verified,B,8189,6,0,MORTGAGE,10.6213273456864,0,1,1
w,debt_consolidation,10.42,324.65,21600.0,9.17,Source Verified,B,6122,0,0,RENT,9.98044859367226,1,1,1
f,debt_consolidation,17.09,674.69,42000.0,21.69,Not Verified,D,8774,1,0,RENT,10.6454248972655,0,0,0
w,debt_consolidation,10.91,326.97,63000.0,16.0,Not Verified,B,7824,16,0,MORTGAGE,11.0508900053737,0,1,0
f,debt_consolidation,20.0,74.33,55000.0,11.17,Verified,D,1735,5,0,RENT,10.9150884642146,1,0,0
w,debt_consolidation,20.0,264.94,45000.0,1.33,Not Verified,D,2117,1,1,MORTGAGE,10.714417768752499,0,0,0
